chr,strand,coord,tottag,UPA_start,UPA_end,nPA,maxtag,ftr,gene_type,ftr_start,ftr_end,gene,gene_start,gene_end,gene_stop_codon
chr3,+,87916132,8,87916132,87916132,4,2,3UTR,NA,87914909,87916132,15191,87906321,87916132,87914908
chr3,+,87923442,2,87923442,87923442,1,2,3UTR,NA,87923347,87923662,67707,87919506,87923662,87923346
chr3,+,87923490,2,87923490,87923490,1,2,3UTR,NA,87923347,87923662,67707,87919506,87923662,87923346
chr3,+,87923546,2,87923546,87923546,1,2,3UTR,NA,87923347,87923662,67707,87919506,87923662,87923346
chr3,+,87940687,2,87940687,87940687,1,2,3UTR,NA,NA,NA,229504,NA,NA,NA
chr3,+,87940814,4,87940807,87940814,2,2,3UTR,NA,NA,NA,229504,NA,NA,NA
chr3,+,87940879,4,87940879,87940879,2,2,3UTR,NA,NA,NA,229504,NA,NA,NA
chr3,+,88055043,2,88055043,88055043,1,2,CDS,NA,88054958,88055729,66614,88043108,88055990,88055729
chr3,+,88055993,2,88055993,88055993,1,2,3UTR,NA,88055730,88055993,66614,88043108,88055990,88055729
chr3,+,88121048,4,88121048,88121048,2,2,3UTR,NA,88120277,88121048,404710,88081971,88121048,88120276
chr3,+,88169929,6,88169929,88169933,3,2,3UTR,NA,88168644,88172086,17261,88142372,88172086,88168643
chr3,+,88172090,2,88172090,88172090,1,2,3UTR,NA,NA,NA,17261,NA,NA,NA
chr3,+,88321767,8,88321767,88321767,4,2,3UTR,NA,88321549,88321767,12462,88297116,88321767,88321548
chr3,+,88328680,8,88328673,88328680,4,2,3UTR,NA,88328369,88331313,56700,88325023,88331313,88328368
chr3,+,88362338,6,88362338,88362338,3,2,3UTR,NA,88361109,88362338,229512,88336260,88362338,88361108
chr3,+,88410332,4,88410332,88410332,2,2,intergenic,NA,88382844,88428936,character(0),88381772,88382844,3074322
chr3,+,88429586,2,88429586,88429586,1,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr3,+,88491638,2,88491638,88491638,1,2,intergenic,NA,88475154,88532395,character(0),88474584,88475154,3074322
chr3,+,88569725,8,88569725,88569725,4,2,3UTR,NA,88568234,88569725,94232,88553758,88569725,88568233
chr3,+,88588420,8,88588420,88588420,4,2,3UTR,NA,NA,NA,66256,NA,NA,NA
chr3,+,88648052,4,88648052,88648052,2,2,3UTR,NA,88646864,88648052,16800,88605966,88646929,88646863
chr3,+,88712927,6,88712921,88712927,3,2,3UTR,NA,NA,NA,74200,NA,NA,NA
chr3,+,88731047,2,88731047,88731047,1,2,exon,NA,88729112,88731049,19769,88716838,88729727,88729342
chr3,+,88825989,2,88825989,88825989,1,2,3UTR,NA,NA,NA,100302730,NA,NA,NA
chr3,+,88826039,6,88826030,88826039,3,2,3UTR,NA,NA,NA,100302730,NA,NA,NA
chr3,+,88826130,2,88826130,88826130,1,2,3UTR,NA,NA,NA,100302730,NA,NA,NA
chr3,+,88826337,2,88826337,88826337,1,2,3UTR,NA,NA,NA,100302730,NA,NA,NA
chr3,+,89012126,2,89012126,89012126,1,2,intron,NA,89007878,89023030,192195,88950622,89079375,89077082
chr3,+,89031586,2,89031586,89031586,1,2,intron,NA,89026507,89033258,192195,88950622,89079375,89077082
chr3,+,89031713,2,89031713,89031713,1,2,intron,NA,89026507,89033258,192195,88950622,89079375,89077082
chr3,+,89063705,2,89063705,89063705,1,2,CDS,NA,89063651,89063705,192195,88950622,89079375,89077082
chr3,+,89079375,6,89079375,89079375,3,2,3UTR,NA,89077083,89079375,192195,88950622,89079375,89077082
chr3,+,89081362,2,89081362,89081362,1,2,intergenic,NA,89079375,89116724,192195,88950622,89079375,89077082
chr3,+,89144941,2,89144941,89144941,1,2,CDS,NA,89144826,89145007,18770,89136142,89146594,89145573
chr3,+,89145612,2,89145612,89145612,1,2,3UTR,NA,89145574,89146594,18770,89136142,89146594,89145573
chr3,+,89146604,8,89146600,89146604,4,2,3UTR,NA,89145574,89146784,18770,89136142,89146594,89145573
chr3,+,89146848,4,89146839,89146848,2,2,3UTR,NA,NA,NA,18770,NA,NA,NA
chr3,+,89147338,2,89147338,89147338,1,2,3UTR,NA,NA,NA,18770,NA,NA,NA
chr3,+,89147385,2,89147385,89147385,1,2,3UTR,NA,NA,NA,18770,NA,NA,NA
chr3,+,89149510,2,89149510,89149510,1,2,intergenic,NA,89146784,89164795,18770,89136572,89146784,89145573
chr3,+,89151729,2,89151729,89151729,1,2,intergenic,NA,89146784,89164795,18770,89136572,89146784,89145573
chr3,+,89151790,2,89151790,89151790,1,2,intergenic,NA,89146784,89164795,18770,89136572,89146784,89145573
chr3,+,89175969,2,89175969,89175969,1,2,intron,NA,89175736,89176393,12748,89164795,89176921,89176579
chr3,+,89176921,4,89176921,89176931,2,2,3UTR,NA,89176580,89176921,12748,89164795,89176921,89176579
chr3,+,89176995,2,89176995,89176995,1,2,3UTR,NA,NA,NA,12748,NA,NA,NA
chr3,+,89177163,2,89177163,89177163,1,2,3UTR,NA,NA,NA,12748,NA,NA,NA
chr3,+,89182765,4,89182765,89182765,2,2,3UTR,NA,89182446,89182765,24045,89177473,89182765,89182445
chr3,+,89189251,2,89189251,89189251,1,2,3UTR,NA,89188740,89189291,68521,89183143,89184679,89184679
chr3,+,89189292,4,89189291,89189292,2,2,3UTR,NA,89188740,89189295,68521,89183143,89184679,89184679
chr3,+,89208692,2,89208692,89208692,1,2,exon,NA,89208517,89208966,14466,89202928,89208679,89208622
chr3,+,89213260,2,89213260,89213260,1,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr3,+,89213314,2,89213314,89213314,1,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr3,+,89249727,8,89249723,89249728,4,2,3UTR,NA,89249692,89249906,66059,89245966,89247193,89247193
chr3,+,89267079,8,89267079,89267079,4,2,exon,NA,89266639,89267079,character(0),3073253,3074322,3074322
chr3,+,89300248,2,89300248,89300248,1,2,intergenic,NA,89267079,89302478,character(0),89266639,89267079,3074322
chr3,+,8936422,2,8936422,8936422,1,2,intergenic,NA,8881643,9061964,character(0),8881199,8881643,3074322
chr3,+,8938940,2,8938940,8938940,1,2,intergenic,NA,8881643,9061964,character(0),8881199,8881643,3074322
chr3,+,89398255,2,89398255,89398255,1,2,exon,NA,89397959,89398779,545539,89391850,89398224,89398224
chr3,+,89469014,8,89469014,89469014,4,2,3UTR,NA,NA,NA,68603,NA,NA,NA
chr3,+,89751406,2,89751406,89751406,1,2,3UTR,NA,89751176,89753446,56417,89715022,89753446,89751175
chr3,+,89751503,2,89751503,89751503,1,2,3UTR,NA,89751176,89753446,56417,89715022,89753446,89751175
chr3,+,89751696,4,89751696,89751696,2,2,3UTR,NA,89751176,89753446,56417,89715022,89753446,89751175
chr3,+,89753446,4,89753446,89753455,2,2,3UTR,NA,89751176,89753446,56417,89715022,89753446,89751175
chr3,+,89779525,2,89779525,89779525,1,2,CDS,NA,89779429,89779569,70093,89773616,89784000,89782288
chr3,+,89782742,2,89782742,89782742,1,2,3UTR,NA,89782289,89784000,70093,89773616,89784000,89782288
chr3,+,89783972,2,89783972,89783972,1,2,3UTR,NA,89782289,89784000,70093,89773616,89784000,89782288
chr3,+,89784000,4,89784000,89784000,2,2,3UTR,NA,89782289,89784000,70093,89773616,89784000,89782288
chr3,+,90062346,8,90062345,90062346,4,2,3UTR,NA,90061834,90063341,99650,90051636,90062018,90061833
chr3,+,90062447,8,90062444,90062449,4,2,3UTR,NA,90061834,90063341,99650,90051636,90062018,90061833
chr3,+,90127120,4,90127120,90127120,2,2,intron,NA,90124366,90129115,77595,90104132,90212017,90212017
chr3,+,90235838,6,90235838,90235849,3,2,3UTR,NA,90235540,90235838,23922,90231597,90235838,90235539
chr3,+,90235934,2,90235934,90235934,1,2,3UTR,NA,NA,NA,23922,NA,NA,NA
chr3,+,90264120,6,90264120,90264120,3,2,3UTR,NA,90263701,90264125,74343,90254163,90264125,90263700
chr3,+,90362024,2,90362024,90362024,1,2,3UTR,NA,90358003,90363407,229542,90293178,90363407,90358002
chr3,+,90363403,2,90363403,90363403,1,2,3UTR,NA,90358003,90363407,229542,90293178,90363407,90358002
chr3,+,90524583,6,90524581,90524583,3,2,3UTR,NA,NA,NA,20196,NA,NA,NA
chr3,+,90528263,2,90528263,90528263,1,2,3UTR,NA,90528216,90528837,66166,90526856,90528230,90528215
chr3,+,90528837,8,90528837,90528837,4,2,3UTR,NA,90528216,90528837,66166,90526856,90528230,90528215
chr3,+,90543151,6,90543151,90543154,3,2,3UTR,NA,90542587,90543151,67860,90537254,90543148,90542586
chr3,+,90602703,2,90602703,90602703,1,2,intron,NA,90602313,90604996,20198,90601904,90605885,90605045
chr3,+,90606040,2,90606040,90606040,1,2,3UTR,NA,90605905,90606045,20198,90601904,90605885,90605045
chr3,+,90611784,2,90611784,90611784,1,2,3UTR,NA,NA,NA,20199,NA,NA,NA
chr3,+,90614415,6,90614415,90614415,3,2,intron,NA,90614374,90623726,20200,90612882,90614414,90614322
chr3,+,91073663,2,91073663,91073663,1,2,exon,NA,91071662,91075195,619677,91071662,91075195,91075195
chr3,+,91468155,2,91468155,91468155,1,2,intergenic,NA,91075195,92014583,619677,91071662,91075195,91075195
chr3,+,92014206,2,92014206,92014206,1,2,intergenic,NA,91075195,92014583,619677,91071662,91075195,91075195
chr3,+,92289371,2,92289371,92289371,1,2,3UTR,NA,92288840,92291405,100042514,92285417,92291405,92288839
chr3,+,92691192,2,92691192,92691192,1,2,intergenic,NA,92690158,92932979,character(0),92689426,92690158,3074322
chr3,+,93526203,4,93526203,93526203,2,2,3UTR,NA,93526148,93526287,20195,93520488,93526287,93526147
chr3,+,93526288,4,93526288,93526288,2,2,3UTR,NA,NA,NA,20195,NA,NA,NA
chr3,+,93564653,8,93564645,93564653,4,2,3UTR,NA,NA,NA,20194,NA,NA,NA
chr3,+,94295690,2,94295690,94295690,1,2,intergenic,NA,94266784,94310089,character(0),94265687,94266784,3074322
chr3,+,94316899,2,94316899,94316899,1,2,intron,NA,94310289,94317389,75778,94310089,94332540,94331580
chr3,+,94316979,2,94316979,94316979,1,2,intron,NA,94310289,94317389,75778,94310089,94332540,94331580
chr3,+,94332540,6,94332540,94332540,3,2,3UTR,NA,94331581,94332540,75778,94310089,94332540,94331580
chr3,+,94397939,2,94397939,94397939,1,2,3UTR,NA,94397354,94398276,19885,94372794,94397840,94397353
chr3,+,94398610,2,94398610,94398610,1,2,5UTR,NA,94398517,94399416,320747,94398517,94404501,94403613
chr3,+,94539058,4,94539058,94539058,2,2,intergenic,NA,94492198,94589466,78784,94478494,94492198,94485318
chr3,+,94704406,4,94704406,94704407,2,2,3UTR,NA,94704217,94704413,20342,94693556,94704413,94704216
chr3,+,94880884,4,94880884,94880884,2,2,3UTR,NA,94880333,94882326,229584,94837567,94882326,94880332
chr3,+,94882260,2,94882260,94882260,1,2,3UTR,NA,94880333,94882326,229584,94837567,94882326,94880332
chr3,+,94944763,4,94944763,94944763,2,2,3UTR,NA,NA,NA,20341,NA,NA,NA
chr3,+,94944804,4,94944804,94944814,2,2,3UTR,NA,NA,NA,20341,NA,NA,NA
chr3,+,94961357,4,94961349,94961357,2,2,3UTR,NA,94959369,94961561,53970,94954075,94959496,94959368
chr3,+,94991323,2,94991323,94991323,1,2,intron,NA,94984920,94992965,107650,94974731,95006843,95005940
chr3,+,95006621,2,95006621,95006621,1,2,3UTR,NA,95005941,95006843,107650,94974731,95006843,95005940
chr3,+,95122934,4,95122934,95122934,2,2,3UTR,NA,95122779,95123051,21427,95111022,95123051,95122778
chr3,+,95123004,2,95123004,95123004,1,2,3UTR,NA,95122779,95123051,21427,95111022,95123051,95122778
chr3,+,95234892,2,95234892,95234892,1,2,3UTR,NA,95234250,95236409,57912,95228732,95236409,95233565
chr3,+,95236413,2,95236413,95236413,1,2,3UTR,NA,NA,NA,57912,NA,NA,NA
chr3,+,95296161,8,95296161,95296164,4,2,3UTR,NA,95295732,95296166,75007,95281417,95287836,95287836
chr3,+,95323581,6,95323581,95323598,3,2,3UTR,NA,95322790,95323599,76893,95314791,95321880,95321880
chr3,+,95556403,6,95556403,95556403,3,2,3UTR,NA,95556186,95556403,13040,95526786,95556400,95556185
chr3,+,95617879,2,95617879,95617879,1,2,3UTR,NA,95617472,95619242,229593,95588934,95619242,95617471
chr3,+,95618315,2,95618315,95618315,1,2,3UTR,NA,95617472,95619242,229593,95588934,95619242,95617471
chr3,+,95619247,2,95619247,95619247,1,2,3UTR,NA,95617472,95619247,229593,95588934,95619242,95617471
chr3,+,95630505,2,95630505,95630505,1,2,3UTR,NA,95628712,95632102,56205,95625011,95632102,95631447
chr3,+,95632117,6,95632117,95632119,3,2,3UTR,NA,NA,NA,56205,NA,NA,NA
chr3,+,95632971,2,95632971,95632971,1,2,3UTR,NA,NA,NA,56205,NA,NA,NA
chr3,+,95661024,4,95661024,95661027,2,2,3UTR,NA,95660824,95663176,17210,95658788,95663176,95660823
chr3,+,95661054,2,95661054,95661054,1,2,3UTR,NA,95660824,95663176,17210,95658788,95663176,95660823
chr3,+,95661104,2,95661104,95661104,1,2,3UTR,NA,95660824,95663176,17210,95658788,95663176,95660823
chr3,+,95661208,2,95661208,95661208,1,2,3UTR,NA,95660824,95663176,17210,95658788,95663176,95660823
chr3,+,95661941,8,95661941,95661941,4,2,3UTR,NA,95660824,95663176,17210,95658788,95663176,95660823
chr3,+,95663179,6,95663179,95663179,3,2,3UTR,NA,NA,NA,17210,NA,NA,NA
chr3,+,95859083,2,95859083,95859083,1,2,intron,NA,95856973,95860619,character(0),3073253,3074322,3074322
chr3,+,95897486,2,95897486,95897486,1,2,3UTR,NA,95896372,95898288,226548,95893969,95898288,95896371
chr3,+,95897562,2,95897562,95897562,1,2,3UTR,NA,95896372,95898288,226548,95893969,95898288,95896371
chr3,+,95898605,4,95898590,95898605,2,2,3UTR,NA,NA,NA,226548,NA,NA,NA
chr3,+,95898676,2,95898676,95898676,1,2,3UTR,NA,NA,NA,226548,NA,NA,NA
chr3,+,95945566,6,95945566,95945570,3,2,3UTR,NA,95945251,95947390,66471,95929246,95947390,95945250
chr3,+,96161127,6,96161125,96161127,3,2,3UTR,NA,96155969,96161129,229603,96104527,96141518,96141518
chr3,+,96177407,6,96177394,96177407,3,2,3UTR,NA,96177167,96177564,107701,96172332,96177564,96177166
chr3,+,96223741,2,96223741,96223741,1,2,3UTR,NA,NA,NA,319190,NA,NA,NA
chr3,+,96558021,2,96558021,96558021,1,2,5UTR,NA,96557957,96558235,56338,96557957,96561883,96560529
chr3,+,96559218,2,96559218,96559218,1,2,intron,NA,96559218,96559332,56338,96557957,96561883,96560529
chr3,+,96561882,6,96561866,96561882,3,2,3UTR,NA,96560530,96561883,56338,96557957,96561883,96560529
chr3,+,96631900,6,96631900,96631906,3,2,3UTR,NA,96631735,96633791,60365,96629933,96633791,96631734
chr3,+,96632905,2,96632905,96632905,1,2,3UTR,NA,96631735,96633791,60365,96629933,96633791,96631734
chr3,+,96632935,2,96632935,96632935,1,2,3UTR,NA,96631735,96633791,60365,96629933,96633791,96631734
chr3,+,96644729,2,96644729,96644729,1,2,3UTR,NA,96643981,96645366,18632,96635376,96645366,96645366
chr3,+,96705962,2,96705962,96705962,1,2,3UTR,NA,96705116,96705962,229615,96696384,96705962,96705115
chr3,+,96791153,8,96791152,96791157,4,2,3UTR,NA,96789875,96791638,67845,96727664,96791152,96790006
chr3,+,96859690,2,96859690,96859690,1,2,intron,NA,96857392,96868307,59020,96829284,96851655,96851655
chr3,+,96870922,2,96870922,96870922,1,2,3UTR,NA,96870164,96870926,59020,96829284,96851655,96851655
chr3,+,97160777,2,97160777,97160777,1,2,intron,NA,97159366,97165842,66659,97158777,97176574,97176468
chr3,+,97176520,4,97176520,97176520,2,2,3UTR,NA,97176469,97176574,66659,97158777,97176574,97176468
chr3,+,97629150,2,97629150,97629150,1,2,CDS,NA,97629061,97629195,14263,97628804,97655282,97651827
chr3,+,97652606,6,97652606,97652614,3,2,3UTR,NA,97651828,97655282,14263,97628804,97655282,97651827
chr3,+,97655201,2,97655201,97655201,1,2,3UTR,NA,97651828,97655282,14263,97628804,97655282,97651827
chr3,+,97655285,2,97655285,97655285,1,2,3UTR,NA,NA,NA,14263,NA,NA,NA
chr3,+,97673772,4,97673772,97673772,2,2,3UTR,NA,97669806,97673812,108097,97658193,97670799,97667363
chr3,+,97921866,2,97921866,97921866,1,2,3UTR,NA,97921271,97923276,20333,97901190,97923276,97921270
chr3,+,98150305,2,98150305,98150305,1,2,3UTR,NA,98147445,98150361,18129,98013527,98100659,98100659
chr3,+,98236750,6,98236750,98236757,3,2,3UTR,NA,NA,NA,67709,NA,NA,NA
chr3,+,98309442,6,98309442,98309470,3,2,3UTR,NA,98309030,98310738,15360,98280435,98310732,98303271
chr3,+,98309591,2,98309591,98309591,1,2,3UTR,NA,98309030,98310738,15360,98280435,98310732,98303271
chr3,+,98310732,4,98310732,98310733,2,2,3UTR,NA,98309820,98310732,15360,98280435,98310732,98303271
chr3,+,99217517,2,99217517,99217517,1,2,3UTR,NA,99216908,99220203,70560,99141068,99220203,99216907
chr3,+,99354259,2,99354259,99354259,1,2,3UTR,NA,99352624,99354259,21384,99240381,99313065,99313065
chr4,-,100391412,2,100391412,100391412,1,2,intergenic,NA,100523247,100362059,character(0),100523247,100527801,3074322
chr4,-,100427931,2,100427931,100427931,1,2,intergenic,NA,100523247,100362059,character(0),100523247,100527801,3074322
chr4,-,100496473,2,100496473,100496473,1,2,intergenic,NA,100523247,100362059,character(0),100523247,100527801,3074322
chr4,-,101152367,4,101152365,101152367,2,2,3UTR,NA,101152367,101153494,16451,101152367,101265282,101153495
chr4,-,101354917,2,101354917,101354917,1,2,intron,NA,101347104,101356080,77866,101346531,101356248,101346531
chr4,-,102593685,2,102593685,102593685,1,2,intergenic,NA,102967266,102049127,100504717,102967266,102989755,102967266
chr4,-,103197171,2,103197171,103197171,1,2,intron,NA,103184905,103205105,242585,103170649,103215164,103173672
chr4,-,103978799,2,103978799,103978799,1,2,intergenic,NA,104815679,103939541,230558,104815679,104876398,104815679
chr4,-,104988089,6,104988088,104988089,3,2,intergenic,NA,105029874,104970129,108079,105029874,105109890,105036092
chr4,-,104988180,6,104988180,104988187,3,2,intergenic,NA,105029874,104970129,108079,105029874,105109890,105036092
chr4,-,104993434,2,104993434,104993434,1,2,intergenic,NA,105029874,104970129,108079,105029874,105109890,105036092
chr4,-,105029160,2,105029160,105029160,1,2,3UTR,NA,NA,NA,108079,NA,NA,NA
chr4,-,105035428,2,105035428,105035428,1,2,3UTR,NA,105029874,105036091,108079,105029874,105109890,105036092
chr4,-,105035512,2,105035512,105035512,1,2,3UTR,NA,105029874,105036091,108079,105029874,105109890,105036092
chr4,-,105148690,2,105148690,105148690,1,2,intergenic,NA,105374454,105109890,character(0),105374454,105374946,3074322
chr4,-,106315611,2,106315611,106315611,1,2,intergenic,NA,106442329,106294393,100102,106442329,106464329,106443346
chr4,-,106439550,2,106439550,106439550,1,2,intergenic,NA,106442329,106294393,100102,106442329,106464329,106443346
chr4,-,106442333,6,106442333,106442335,3,2,3UTR,NA,106442329,106443345,100102,106442329,106464329,106443346
chr4,-,106621906,2,106621906,106621906,1,2,intergenic,NA,106662256,106617241,72354,106662256,106678944,106663135
chr4,-,106662260,2,106662260,106662260,1,2,3UTR,NA,106662256,106663134,72354,106662256,106678944,106663135
chr4,-,106744555,6,106744550,106744555,3,2,3UTR,NA,106744555,106748328,329910,106744555,106799846,106748329
chr4,-,106747236,2,106747236,106747236,1,2,3UTR,NA,106744555,106748328,329910,106744555,106799846,106748329
chr4,-,107023877,4,107023876,107023877,2,2,intergenic,NA,107055874,107022499,56280,107055874,107066868,107056027
chr4,-,107048333,2,107048333,107048333,1,2,intergenic,NA,107055874,107022499,56280,107055874,107066868,107056027
chr4,-,107055882,4,107055882,107055882,2,2,3UTR,NA,107055874,107056026,56280,107055874,107066868,107056027
chr4,-,107134198,2,107134198,107134198,1,2,3UTR,NA,107134155,107139610,66526,107134155,107178547,107139611
chr4,-,107233514,2,107233514,107233514,1,2,3UTR,NA,107233514,107233730,77809,107233514,107253532,107233731
chr4,-,107239271,2,107239271,107239271,1,2,intron,NA,107239192,107239711,77809,107233514,107253532,107233731
chr4,-,107311967,2,107311967,107311967,1,2,intergenic,NA,107327484,107307169,character(0),107327484,107328499,3074322
chr4,-,107364667,2,107364667,107364667,1,2,intergenic,NA,107676290,107351353,56296,107676290,107683580,107677005
chr4,-,107863152,2,107863152,107863152,1,2,intergenic,NA,107903981,107830844,12896,107903981,107923610,107904232
chr4,-,107903982,6,107903980,107903982,3,2,3UTR,NA,107903981,107904231,12896,107903981,107923610,107904232
chr4,-,107905751,2,107905751,107905751,1,2,intron,NA,107904564,107906920,12896,107903981,107923610,107904232
chr4,-,108229730,2,108229730,108229730,1,2,3UTR,NA,108229724,108236003,414872,108229724,108301096,108236004
chr4,-,108232516,2,108232516,108232516,1,2,3UTR,NA,108229724,108236003,414872,108229724,108301096,108236004
chr4,-,108296469,2,108296469,108296469,1,2,intron,NA,108272384,108300890,414872,108229724,108301096,108236004
chr4,-,108339654,2,108339654,108339654,1,2,intergenic,NA,108367777,108311151,545667,108367777,108383349,108367794
chr4,-,108564869,2,108564869,108564869,1,2,exon,NA,108563172,108565267,230596,108563172,108567027,108563172
chr4,-,108637431,2,108637431,108637431,1,2,exon,NA,108635650,108637441,character(0),3073253,3074322,3074322
chr4,-,108918763,2,108918763,108918763,1,2,intergenic,NA,108933573,108833614,character(0),108933573,108933808,3074322
chr4,-,109061650,2,109061650,109061650,1,2,3UTR,NA,109061145,109062257,100273,109061145,109118022,109062258
chr4,-,109062036,2,109062036,109062036,1,2,3UTR,NA,109061145,109062257,100273,109061145,109118022,109062258
chr4,-,109402279,2,109402279,109402279,1,2,intergenic,NA,109403794,109374859,102635290,109403794,109404212,109403794
chr4,-,109451407,2,109451407,109451407,1,2,3UTR,NA,109451098,109454250,29864,109451098,109476675,109454251
chr4,-,109452349,2,109452349,109452349,1,2,3UTR,NA,109451098,109454250,29864,109451098,109476675,109454251
chr4,-,109452425,2,109452425,109452425,1,2,3UTR,NA,109451098,109454250,29864,109451098,109476675,109454251
chr4,-,109453721,2,109453721,109453721,1,2,3UTR,NA,109451098,109454250,29864,109451098,109476675,109454251
chr4,-,109453786,4,109453774,109453786,2,2,3UTR,NA,109451098,109454250,29864,109451098,109476675,109454251
chr4,-,109459562,2,109459562,109459562,1,2,intron,NA,109457068,109476109,29864,109451098,109476675,109454251
chr4,-,109459656,2,109459656,109459656,1,2,intron,NA,109457068,109476109,29864,109451098,109476675,109454251
chr4,-,109660879,2,109660879,109660879,1,2,3UTR,NA,109660876,109661248,12580,109660876,109665372,109661249
chr4,-,10967839,2,10967839,10967839,1,2,intergenic,NA,10988662,10845630,71801,10988662,11007676,10990591
chr4,-,10972771,2,10972771,10972771,1,2,intergenic,NA,10988662,10845630,71801,10988662,11007676,10990591
chr4,-,10988662,2,10988662,10988662,1,2,3UTR,NA,10988662,10990590,71801,10988662,11007676,10990591
chr4,-,10990093,4,10990093,10990098,2,2,3UTR,NA,10988662,10990590,71801,10988662,11007676,10990591
chr4,-,111875374,2,111875374,111875374,1,2,3UTR,NA,NA,NA,230612,NA,NA,NA
chr4,-,111876260,2,111876260,111876260,1,2,3UTR,NA,111875375,111877537,230612,111875375,111902918,111877538
chr4,-,111877187,2,111877187,111877187,1,2,3UTR,NA,111875375,111877537,230612,111875375,111902918,111877538
chr4,-,111877246,2,111877246,111877246,1,2,3UTR,NA,111875375,111877537,230612,111875375,111902918,111877538
chr4,-,111929623,2,111929623,111929623,1,2,intergenic,NA,111988650,111902918,character(0),111988650,111988958,3074322
chr4,-,11202341,2,11202341,11202341,1,2,intron,NA,11199452,11204463,72656,11199158,11254258,11204467
chr4,-,11204383,4,11204383,11204383,2,2,3UTR,NA,11204383,11204466,72656,11199158,11254258,11204467
chr4,-,112163842,2,112163842,112163842,1,2,intergenic,NA,112385969,112146232,329918,112385969,112433985,112386309
chr4,-,11261315,2,11261315,11261315,1,2,3UTR,NA,11261315,11265777,381510,11261315,11303361,11265778
chr4,-,11265753,2,11265753,11265753,1,2,3UTR,NA,11261315,11265777,381510,11261315,11303361,11265778
chr4,-,11331933,6,11331930,11331933,3,2,3UTR,NA,11331933,11333452,207920,11331933,11386679,11333453
chr4,-,11332992,2,11332992,11332992,1,2,3UTR,NA,11331933,11333452,207920,11331933,11386679,11333453
chr4,-,11333059,2,11333059,11333059,1,2,3UTR,NA,11331933,11333452,207920,11331933,11386679,11333453
chr4,-,114336954,2,114336954,114336954,1,2,intergenic,NA,114672697,114165876,character(0),114672697,114673340,3074322
chr4,-,11470497,2,11470497,11470497,1,2,intergenic,NA,11501456,11420764,character(0),11501456,11502839,3074322
chr4,-,114960583,2,114960583,114960583,1,2,3UTR,NA,114959336,114961713,66588,114959336,114987241,114961714
chr4,-,114960609,4,114960609,114960609,2,2,3UTR,NA,114959336,114961713,66588,114959336,114987241,114961714
chr4,-,115624679,2,115624679,115624679,1,2,3UTR,NA,NA,NA,13120,NA,NA,NA
chr4,-,115624725,4,115624725,115624725,2,2,3UTR,NA,115624725,115625228,13120,115624725,115640428,115628422
chr4,-,115758288,2,115758288,115758288,1,2,intergenic,NA,115779834,115647723,75173,115779834,115781018,115779999
chr4,-,115892745,4,115892745,115892746,2,2,intergenic,NA,115915119,115878576,140477,115915119,115939926,115917951
chr4,-,115992898,2,115992898,115992898,1,2,intron,NA,115969185,115998820,14073,115967145,116017675,115967145
chr4,-,115996664,4,115996664,115996664,2,2,intron,NA,115969185,115998820,14073,115967145,116017675,115967145
chr4,-,115997790,6,115997787,115997790,3,2,3UTR,NA,115996669,115998486,14073,115967145,116017675,115967145
chr4,-,116001685,2,116001685,116001685,1,2,intron,NA,116001204,116002457,14073,115967145,116017675,115967145
chr4,-,116008807,2,116008807,116008807,1,2,intron,NA,116008294,116017462,14073,115967145,116017675,115967145
chr4,-,116033004,2,116033004,116033004,1,2,3UTR,NA,116032842,116034034,72181,116032842,116053876,116034035
chr4,-,116066884,2,116066884,116066884,1,2,3UTR,NA,NA,NA,66576,NA,NA,NA
chr4,-,116066959,2,116066959,116066959,1,2,3UTR,NA,NA,NA,66576,NA,NA,NA
chr4,-,116096955,2,116096955,116096955,1,2,3UTR,NA,116096916,116097160,19366,116094264,116100058,116094264
chr4,-,116161883,2,116161883,116161883,1,2,3UTR,NA,116161869,116162987,66805,116161869,116167600,116162988
chr4,-,116161985,2,116161985,116161985,1,2,3UTR,NA,116161869,116162987,66805,116161869,116167600,116162988
chr4,-,116162548,2,116162548,116162548,1,2,3UTR,NA,116161869,116162987,66805,116161869,116167600,116162988
chr4,-,116162595,4,116162595,116162595,2,2,3UTR,NA,116161869,116162987,66805,116161869,116167600,116162988
chr4,-,116285258,2,116285258,116285258,1,2,intergenic,NA,116306762,116200952,17776,116306762,116463922,116306815
chr4,-,116285355,2,116285355,116285355,1,2,intergenic,NA,116306762,116200952,17776,116306762,116463922,116306815
chr4,-,116306762,4,116306762,116306762,2,2,3UTR,NA,116306762,116306814,17776,116306762,116463751,116306815
chr4,-,116385122,2,116385122,116385122,1,2,intron,NA,116353065,116391602,17776,116306762,116463751,116306815
chr4,-,116428459,2,116428459,116428459,1,2,intron,NA,116391635,116430405,17776,116306762,116463751,116306815
chr4,-,116428530,2,116428530,116428530,1,2,intron,NA,116391635,116430405,17776,116306762,116463751,116306815
chr4,-,116601049,4,116601049,116601049,2,2,3UTR,NA,NA,NA,50927,NA,NA,NA
chr4,-,116601509,2,116601509,116601509,1,2,3UTR,NA,116601052,116601715,50927,116601052,116627497,116601716
