chr,strand,coord,peakID,start,end,toStop,ftr,gene_type,ftr_start,ftr_end,gene,gene_start,gene_end,gene_stop_codon
4,-,16477063,peak_224173,16477063,16477495,330,3UTR,protein_coding,16477031,16477392,AT4G34460,16477031,16479620,16477393
4,-,16478829,peak_224176,16478829,16479088,NA,intron,protein_coding,16478755,16478993,AT4G34460,16477031,16479620,16477393
4,-,16479754,peak_218940,16479754,16480579,268,3UTR,protein_coding,NA,NA,AT4G34470,NA,NA,NA
4,-,16480885,peak_218941,16480885,16481452,262,3UTR,protein_coding,NA,NA,AT4G34480,NA,NA,NA
4,-,16487675,peak_218955,16487675,16488326,330,3UTR,protein_coding,NA,NA,AT4G34500,NA,NA,NA
4,-,16504151,peak_218973,16504151,16505034,230,3UTR,protein_coding,NA,NA,AT4G34555,NA,NA,NA
4,-,16520498,peak_219005,16520498,16520635,NA,intergenic,protein_coding,16530346,16514372,AT4G34610,16530346,16533362,16530546
4,-,16529640,peak_219008,16529640,16529686,906,3UTR,protein_coding,NA,NA,AT4G34610,NA,NA,NA
4,-,16530232,peak_224188,16530232,16530808,314,3UTR,protein_coding,NA,NA,AT4G34610,NA,NA,NA
4,-,16534799,peak_219013,16534799,16535281,285,3UTR,protein_coding,NA,NA,AT4G34620,NA,NA,NA
4,-,16550964,peak_219047,16550964,16551443,NA,intergenic,protein_coding,16555463,16548494,AT4G34690,16555463,16556097,16555463
4,-,16556360,peak_219052,16556360,16556561,NA,intergenic,protein_coding,16560030,16556097,AT4G34710,16560030,16563044,16560315
4,-,16560042,peak_224196,16560042,16560850,273,3UTR,protein_coding,16560030,16560314,AT4G34710,16560030,16563044,16560315
4,-,16569413,peak_224197,16569413,16569936,606,3UTR,protein_coding,16569368,16569773,AT4G34730,16569368,16573955,16570019
4,-,16573122,peak_219070,16573122,16573686,NA,intron,protein_coding,16571331,16573277,AT4G34730,16569368,16573955,16570019
4,-,16574586,peak_224202,16574586,16575245,308,3UTR,protein_coding,16574544,16574893,AT4G34740,16574544,16576753,16574894
4,-,16582097,peak_219075,16582097,16582862,374,3UTR,protein_coding,NA,NA,AT4G34760,NA,NA,NA
4,-,16598966,peak_224209,16598966,16599430,1010,3UTR,protein_coding,NA,NA,AT4G34830,NA,NA,NA
4,-,16599595,peak_224208,16599595,16600073,381,3UTR,protein_coding,NA,NA,AT4G34830,NA,NA,NA
4,-,16607972,peak_219101,16607972,16608574,NA,intergenic,protein_coding,16609746,16606135,AT4G34860,16609746,16612907,16609955
4,-,16609633,peak_219103,16609633,16610251,322,3UTR,protein_coding,NA,NA,AT4G34860,NA,NA,NA
4,-,16618559,peak_219113,16618559,16619235,177,3UTR,protein_coding,NA,NA,AT4G34890,NA,NA,NA
4,-,16625149,peak_219127,16625149,16625930,NA,5UTR,protein_coding,16624984,16625191,AT4G34890,16618573,16625191,16618736
4,-,16656670,peak_219154,16656670,16657400,259,3UTR,protein_coding,16656622,16656928,AT4G34980,16656622,16659486,16656929
4,-,16661033,peak_224224,16661033,16661831,337,3UTR,protein_coding,NA,NA,AT4G34990,NA,NA,NA
4,-,16666327,peak_219166,16666327,16666393,NA,CDS,protein_coding,16666327,16666392,AT4G35000,16664724,16667721,16665007
4,-,16682489,peak_219184,16682489,16683019,263,3UTR,protein_coding,NA,NA,AT4G35050,NA,NA,NA
4,-,16685662,peak_224225,16685662,16686260,212,3UTR,protein_coding,16685612,16685873,AT4G35060,16685612,16686818,16685874
4,-,16698956,peak_219197,16698956,16699195,NA,intergenic,protein_coding,16700312,16686818,AT4G35090,16700312,16703504,16700937
4,-,16700280,peak_224227,16700280,16701206,657,3UTR,protein_coding,NA,NA,AT4G35090,NA,NA,NA
4,-,16701291,peak_219198,16701291,16701386,NA,intron,protein_coding,16701205,16701293,AT4G35090,16700312,16703504,16700937
4,-,16712394,peak_224239,16712394,16713179,266,3UTR,protein_coding,16712280,16712659,AT4G35110,16712280,16714755,16712660
4,-,16714310,peak_224242,16714310,16714550,NA,CDS,protein_coding,16714303,16714316,AT4G35110,16712280,16714755,16712660
4,-,16723676,peak_219223,16723676,16724503,458,3UTR,protein_coding,NA,NA,AT4G35140,NA,NA,NA
4,-,16725724,peak_219225,16725724,16725867,NA,CDS,protein_coding,16725724,16725867,AT4G35140,16723683,16726636,16724134
4,-,16730690,peak_219228,16730690,16731312,299,3UTR,protein_coding,NA,NA,AT4G35160,NA,NA,NA
4,-,16731864,peak_219229,16731864,16732710,NA,intron,protein_coding,16731313,16731983,AT4G35160,16730703,16732923,16730989
4,-,16738324,peak_219231,16738324,16739002,699,3UTR,protein_coding,16737835,16739022,AT4G35180,16737835,16740601,16739023
4,-,16748893,peak_224244,16748893,16748966,249,3UTR,protein_coding,NA,NA,AT4G35200,NA,NA,NA
4,-,16748983,peak_224243,16748983,16749788,159,3UTR,protein_coding,NA,NA,AT4G35200,NA,NA,NA
4,-,16760949,peak_224250,16760949,16761458,530,3UTR,protein_coding,16760937,16761478,AT4G35240,16760937,16764760,16761479
4,-,16773944,peak_219271,16773944,16774770,550,3UTR,protein_coding,NA,NA,AT4G35260,NA,NA,NA
4,-,16796237,peak_219292,16796237,16796876,195,3UTR,protein_coding,16795775,16796431,AT4G35300,16795775,16799777,16796432
4,-,16798993,peak_219297,16798993,16799044,NA,CDS,protein_coding,16798993,16799071,AT4G35300,16795775,16799777,16796432
4,-,16799081,peak_219298,16799081,16799548,NA,5UTR,protein_coding,16799072,16799167,AT4G35300,16795775,16799777,16796432
4,-,16805807,peak_224252,16805807,16806766,332,3UTR,protein_coding,NA,NA,AT4G35320,NA,NA,NA
4,-,16812030,peak_219328,16812030,16812596,273,3UTR,protein_coding,NA,NA,AT4G35360,NA,NA,NA
4,-,16817799,peak_219336,16817799,16817994,NA,intergenic,protein_coding,16833933,16814926,AT4G35420,16833933,16835619,16834091
4,-,16828803,peak_224254,16828803,16829222,NA,intergenic,protein_coding,16833933,16814926,AT4G35420,16833933,16835619,16834091
4,-,16852000,peak_224258,16852000,16852658,233,3UTR,protein_coding,16851972,16852232,AT4G35480,16851972,16853035,16852233
4,-,16860459,peak_224262,16860459,16860988,253,3UTR,protein_coding,16860452,16860711,AT4G35510,16860452,16862420,16860712
4,-,16871694,peak_219394,16871694,16872176,231,3UTR,protein_coding,NA,NA,AT4G35530,NA,NA,NA
4,-,16875502,peak_224264,16875502,16875937,312,3UTR,protein_coding,NA,NA,AT4G35550,NA,NA,NA
4,-,16881211,peak_219405,16881211,16881696,NA,intergenic,protein_coding,16887131,16880502,AT4G35570,16887131,16888371,16887363
4,-,16887049,peak_224273,16887049,16887640,314,3UTR,protein_coding,NA,NA,AT4G35570,NA,NA,NA
4,-,16888287,peak_224280,16888287,16888343,NA,5UTR,protein_coding,16888287,16888371,AT4G35570,16887131,16888371,16887363
4,-,16888405,peak_224277,16888405,16888708,176,3UTR,protein_coding,16888386,16888580,AT4G35580,16888386,16890875,16888581
4,-,16889915,peak_219423,16889915,16890560,NA,intron,protein_coding,16889876,16889951,AT4G35580,16888386,16890875,16888581
4,-,16891260,peak_219426,16891260,16891894,NA,intergenic,protein_coding,16899256,16890877,AT4G35610,16899256,16900268,16899410
4,-,16912581,peak_219449,16912581,16912847,NA,intergenic,protein_coding,16929905,16908357,AT4G35725,16929905,16930560,16930028
4,-,16940499,peak_224290,16940499,16941085,366,3UTR,protein_coding,16940462,16940864,AT4G35750,16940462,16942060,16940865
4,-,16942338,peak_224287,16942338,16942823,456,3UTR,protein_coding,16942031,16942793,AT4G35760,16942031,16944677,16942794
4,-,16946347,peak_219481,16946347,16947011,382,3UTR,protein_coding,NA,NA,AT4G35780,NA,NA,NA
4,-,16959085,peak_224294,16959085,16959744,NA,CDS,protein_coding,16958934,16959875,AT4G35790,16955415,16960407,16955774
4,-,16960567,peak_224292,16960567,16961283,548,3UTR,protein_coding,16960558,16960994,AT4G35800,16960558,16968128,16961115
4,-,16966477,peak_219520,16966477,16966933,NA,intron,protein_coding,16966396,16966477,AT4G35800,16960558,16968128,16961115
4,-,16972519,peak_219524,16972519,16973121,488,3UTR,protein_coding,NA,NA,AT4G35830,NA,NA,NA
4,-,16976434,peak_219535,16976434,16976582,NA,intron,protein_coding,16976321,16976434,AT4G35830,16972569,16978161,16973007
4,-,16986791,peak_224304,16986791,16987248,327,3UTR,protein_coding,NA,NA,AT4G35860,NA,NA,NA
4,-,16988201,peak_219558,16988201,16988736,NA,intron,protein_coding,16988131,16988539,AT4G35860,16986840,16989047,16987118
4,-,16997198,peak_219571,16997198,16997954,NA,intergenic,protein_coding,17006641,16989047,AT4G35905,17006641,17008266,17007284
4,-,17000531,peak_219577,17000531,17000889,NA,intergenic,protein_coding,17006641,16989047,AT4G35905,17006641,17008266,17007284
4,-,17006845,peak_219582,17006845,17007399,439,3UTR,protein_coding,17006641,17007283,AT4G35905,17006641,17008266,17007284
4,-,17011744,peak_219591,17011744,17012340,362,3UTR,protein_coding,NA,NA,AT4G35920,NA,NA,NA
4,-,17023793,peak_224309,17023793,17024617,258,3UTR,protein_coding,NA,NA,AT4G35950,NA,NA,NA
4,-,17028250,peak_219617,17028250,17028785,NA,intergenic,protein_coding,17030483,17027678,AT4G35980,17030483,17031802,17030816
4,-,17030340,peak_219619,17030340,17030962,476,3UTR,protein_coding,NA,NA,AT4G35980,NA,NA,NA
4,-,17031960,peak_219622,17031960,17032651,308,3UTR,protein_coding,17031945,17032267,AT4G35985,17031945,17034244,17032268
4,-,17037391,peak_224311,17037391,17037786,192,3UTR,protein_coding,17037385,17037582,AT4G36000,17037385,17038955,17037583
4,-,17037808,peak_224312,17037808,17038195,NA,intron,protein_coding,17037785,17037872,AT4G36000,17037385,17038955,17037583
4,-,17039170,peak_224313,17039170,17039639,302,3UTR,protein_coding,17039139,17039471,AT4G36010,17039063,17041131,17039472
4,-,17039902,peak_224315,17039902,17040695,NA,intron,protein_coding,17039614,17040212,AT4G36010,17039063,17041131,17039472
4,-,17042755,peak_224316,17042755,17042888,688,3UTR,protein_coding,NA,NA,AT4G36020,NA,NA,NA
4,-,17043005,peak_224318,17043005,17043853,438,3UTR,protein_coding,17042769,17043442,AT4G36020,17042769,17044599,17043443
4,-,17044886,peak_224320,17044886,17045604,198,3UTR,protein_coding,17044875,17045083,AT4G36030,17044875,17047315,17045084
4,-,17049231,peak_224326,17049231,17050051,477,3UTR,protein_coding,17049152,17049707,AT4G36040,17049152,17050608,17049708
4,-,17050738,peak_224329,17050738,17051183,NA,intergenic,protein_coding,17051911,17050608,AT4G36050,17051911,17055059,17052345
4,-,17051806,peak_224328,17051806,17052623,539,3UTR,protein_coding,NA,NA,AT4G36050,NA,NA,NA
4,-,17078030,peak_224333,17078030,17078714,NA,5UTR,protein_coding,17077629,17078039,AT4G36080,17059779,17078039,17059996
4,-,17098865,peak_224347,17098865,17099767,91,3UTR,protein_coding,17098612,17098955,AT4G36140,17098612,17104576,17098956
4,-,17110578,peak_224357,17110578,17111206,299,3UTR,protein_coding,NA,NA,AT4G36160,NA,NA,NA
4,-,17147171,peak_219735,17147171,17147688,205,3UTR,protein_coding,17147140,17147375,AT4G36240,17147140,17148496,17147376
4,-,17160953,peak_219752,17160953,17161258,206,3UTR,protein_coding,NA,NA,AT4G36270,NA,NA,NA
4,-,17169380,peak_219770,17169380,17169768,289,3UTR,protein_coding,NA,NA,AT4G36290,NA,NA,NA
4,-,17173595,peak_219785,17173595,17173941,142,3UTR,protein_coding,NA,NA,AT4G36350,NA,NA,NA
4,-,17176320,peak_224360,17176320,17176981,520,3UTR,protein_coding,NA,NA,AT4G36360,NA,NA,NA
4,-,17187139,peak_224363,17187139,17187509,1680,3UTR,protein_coding,NA,NA,AT4G36380,NA,NA,NA
4,-,17187611,peak_224362,17187611,17188095,1208,3UTR,protein_coding,17187528,17188093,AT4G36380,17187528,17192445,17188819
4,-,17191687,peak_224364,17191687,17192428,NA,intron,protein_coding,17190620,17191891,AT4G36380,17187528,17192445,17188819
4,-,17199797,peak_224372,17199797,17200295,NA,intergenic,protein_coding,17203010,17197247,AT4G36420,17203010,17204346,17203718
4,-,17200309,peak_224373,17200309,17200607,NA,intergenic,protein_coding,17203010,17197247,AT4G36420,17203010,17204346,17203718
4,-,17202921,peak_219824,17202921,17203387,797,3UTR,protein_coding,NA,NA,AT4G36420,NA,NA,NA
4,-,17204435,peak_219826,17204435,17205098,213,3UTR,protein_coding,17204385,17204647,AT4G36430,17204385,17206033,17204648
4,-,17206714,peak_219830,17206714,17207364,499,3UTR,protein_coding,NA,NA,AT4G36440,NA,NA,NA
4,-,17207959,peak_219834,17207959,17208346,NA,CDS,protein_coding,17207959,17208051,AT4G36440,17206858,17210007,17207213
4,-,17210092,peak_219842,17210092,17210627,153,3UTR,protein_coding,17210049,17210244,AT4G36450,17210049,17211782,17210245
4,-,17214932,peak_219846,17214932,17215474,196,3UTR,protein_coding,17214766,17215127,AT4G36470,17214766,17216530,17215128
4,-,17225044,peak_224375,17225044,17225578,1095,3UTR,protein_coding,NA,NA,AT4G36500,NA,NA,NA
4,-,17225858,peak_224376,17225858,17226594,281,3UTR,protein_coding,17225793,17226138,AT4G36500,17225793,17226833,17226139
4,-,17228257,peak_219869,17228257,17229091,NA,intergenic,protein_coding,17229550,17226833,AT4G36515,17229550,17230471,17229878
4,-,17229449,peak_224377,17229449,17230073,429,3UTR,protein_coding,NA,NA,AT4G36515,NA,NA,NA
4,-,17230424,peak_224379,17230424,17230625,NA,5UTR,protein_coding,17230260,17230471,AT4G36515,17229550,17230471,17229878
4,-,17239958,peak_219875,17239958,17240406,162,3UTR,protein_coding,17239911,17240119,AT4G36530,17239911,17242168,17240120
4,-,17245174,peak_224387,17245174,17245935,226,3UTR,protein_coding,NA,NA,AT4G36550,NA,NA,NA
4,-,17265341,peak_219891,17265341,17265721,204,3UTR,protein_coding,17265332,17265544,AT4G36610,17265332,17267472,17265545
4,-,17268617,peak_219897,17268617,17269253,289,3UTR,protein_coding,NA,NA,AT4G36620,NA,NA,NA
4,-,17271819,peak_224393,17271819,17272288,269,3UTR,protein_coding,17271764,17272087,AT4G36630,17271764,17276626,17272088
4,-,17276895,peak_224395,17276895,17277490,292,3UTR,protein_coding,17276882,17277186,AT4G36640,17276882,17279373,17277187
4,-,17281246,peak_224401,17281246,17282054,NA,exon,ncRNA,17280528,17282412,AT4G36648,17280528,17282730,17280528
4,-,17282168,peak_224402,17282168,17282413,NA,exon,ncRNA,17280528,17282412,AT4G36648,17280528,17282730,17280528
4,-,17282511,peak_224403,17282511,17282554,NA,exon,ncRNA,17282511,17282730,AT4G36648,17280528,17282730,17280528
4,-,17283029,peak_224398,17283029,17283560,254,3UTR,protein_coding,NA,NA,AT4G36650,NA,NA,NA
4,-,17292213,peak_224408,17292213,17292710,266,3UTR,protein_coding,NA,NA,AT4G36680,NA,NA,NA
4,-,17293907,peak_224411,17293907,17294352,NA,5UTR,protein_coding,17293718,17293925,AT4G36680,17292229,17293925,17292479
4,-,17308331,peak_224424,17308331,17308745,NA,exon,ncRNA,17308153,17308349,AT4G09365,17308153,17308349,17308153
4,-,17309512,peak_224422,17309512,17310025,338,3UTR,protein_coding,NA,NA,AT4G36730,NA,NA,NA
4,-,17314392,peak_219951,17314392,17315005,257,3UTR,protein_coding,NA,NA,AT4G36740,NA,NA,NA
4,-,17315356,peak_219953,17315356,17315884,NA,intron,protein_coding,17314892,17315558,AT4G36740,17314453,17316441,17314649
4,-,17332209,peak_224435,17332209,17333192,780,3UTR,protein_coding,NA,NA,AT4G36780,NA,NA,NA
4,-,17333276,peak_224436,17333276,17333336,NA,CDS,protein_coding,17332989,17333540,AT4G36780,17332269,17334355,17332989
4,-,17333725,peak_224433,17333725,17334224,NA,intron,protein_coding,17333541,17333966,AT4G36780,17332269,17334355,17332989
4,-,17340791,peak_224437,17340791,17341400,446,3UTR,protein_coding,NA,NA,AT4G36800,NA,NA,NA
4,-,17341772,peak_224441,17341772,17341978,NA,intron,protein_coding,17341747,17341840,AT4G36800,17340932,17343035,17341237
4,-,17349172,peak_219993,17349172,17349908,NA,intergenic,protein_coding,17353291,17344902,AT4G36850,17353291,17356037,17353871
4,-,17353021,peak_220000,17353021,17353814,850,3UTR,protein_coding,NA,NA,AT4G36850,NA,NA,NA
4,-,17360613,peak_224448,17360613,17360785,NA,CDS,protein_coding,17360440,17360785,AT4G36860,17358343,17362129,17358957
4,-,17374402,peak_220017,17374402,17375000,290,3UTR,protein_coding,NA,NA,AT4G36880,NA,NA,NA
4,-,17375537,peak_220019,17375537,17376233,NA,intron,protein_coding,17375502,17375681,AT4G36880,17374454,17376279,17374692
4,-,17379181,peak_224450,17379181,17379898,450,3UTR,protein_coding,17379173,17379630,AT4G36890,17379173,17382028,17379631
4,-,17380641,peak_224453,17380641,17380792,NA,CDS,protein_coding,17380218,17380790,AT4G36890,17379173,17382028,17379631
4,-,17390590,peak_220032,17390590,17391096,426,3UTR,protein_coding,NA,NA,AT4G36910,NA,NA,NA
4,-,173994,peak_205589,173994,174596,318,3UTR,protein_coding,173953,174311,AT4G00400,173953,176870,174312
4,-,17416646,peak_220064,17416646,17417312,NA,intergenic,protein_coding,17419918,17396442,AT4G36945,17419918,17422130,17420098
4,-,17418953,peak_224466,17418953,17419320,1145,3UTR,protein_coding,NA,NA,AT4G36945,NA,NA,NA
4,-,17419601,peak_224465,17419601,17420279,497,3UTR,protein_coding,NA,NA,AT4G36945,NA,NA,NA
4,-,17422568,peak_224469,17422568,17423244,266,3UTR,protein_coding,17422538,17422833,AT4G36950,17422538,17423953,17422834
4,-,17433628,peak_220092,17433628,17434461,233,3UTR,protein_coding,17433601,17433860,AT4G36980,17433601,17437065,17433861
4,-,17436419,peak_224474,17436419,17436573,NA,intron,protein_coding,17436287,17436424,AT4G36980,17433601,17437065,17433861
4,-,17440220,peak_224477,17440220,17440878,NA,intergenic,protein_coding,17457135,17437217,AT4G37050,17457135,17459770,17457261
4,-,17441071,peak_224476,17441071,17441867,NA,intergenic,protein_coding,17457135,17437217,AT4G37050,17457135,17459770,17457261
4,-,17442406,peak_224479,17442406,17442968,NA,intergenic,protein_coding,17457135,17437217,AT4G37050,17457135,17459770,17457261
4,-,17443064,peak_224478,17443064,17443638,NA,intergenic,protein_coding,17457135,17437217,AT4G37050,17457135,17459770,17457261
4,-,17447346,peak_224480,17447346,17448109,NA,intergenic,protein_coding,17457135,17437217,AT4G37050,17457135,17459770,17457261
4,-,17461362,peak_220120,17461362,17461671,211,3UTR,protein_coding,NA,NA,AT4G37060,NA,NA,NA
4,-,17464691,peak_224481,17464691,17465346,225,3UTR,protein_coding,17464594,17464915,AT4G37070,17464594,17467186,17464916
4,-,17466352,peak_224482,17466352,17466794,NA,intron,protein_coding,17466265,17466525,AT4G37070,17464594,17467186,17464916
4,-,17478719,peak_220141,17478719,17479591,166,3UTR,protein_coding,NA,NA,AT4G37095,NA,NA,NA
4,-,17498384,peak_224487,17498384,17498886,196,3UTR,protein_coding,NA,NA,AT4G37170,NA,NA,NA
4,-,17505647,peak_220181,17505647,17506337,NA,intergenic,protein_coding,17509621,17500878,AT4G37200,17509621,17511364,17509836
4,-,17527574,peak_224490,17527574,17528359,215,3UTR,protein_coding,NA,NA,AT4G37250,NA,NA,NA
4,-,17540284,peak_224498,17540284,17540930,NA,intergenic,protein_coding,17541771,17537181,AT4G37270,17541771,17546546,17541987
4,-,17541711,peak_224497,17541711,17542152,276,3UTR,protein_coding,NA,NA,AT4G37270,NA,NA,NA
4,-,17546501,peak_220230,17546501,17547270,NA,5UTR,protein_coding,17546353,17546546,AT4G37270,17541771,17546546,17541987
4,-,17548078,peak_220234,17548078,17548117,NA,CDS,protein_coding,17548078,17548113,AT4G37280,17546577,17549559,17546748
4,-,17555911,peak_220244,17555911,17556509,241,3UTR,protein_coding,17555899,17556151,AT4G37310,17555899,17559104,17556152
4,-,17559374,peak_224500,17559374,17560093,368,3UTR,protein_coding,NA,NA,AT4G37320,NA,NA,NA
4,-,17562201,peak_220251,17562201,17563149,346,3UTR,protein_coding,NA,NA,AT4G37330,NA,NA,NA
4,-,17563185,peak_220252,17563185,17563603,NA,intron,protein_coding,17563150,17563219,AT4G37330,17562317,17564763,17562547
4,-,17564799,peak_220255,17564799,17565621,154,3UTR,protein_coding,NA,NA,AT4G37340,NA,NA,NA
4,-,17569690,peak_220259,17569690,17570582,281,3UTR,protein_coding,NA,NA,AT4G37370,NA,NA,NA
4,-,17592989,peak_220279,17592989,17593357,NA,intergenic,lncRNA,17596973,17592911,AT4G37432,17596973,17598929,17596973
4,-,17596946,peak_224509,17596946,17597776,27,3UTR,lncRNA,NA,NA,AT4G37432,NA,NA,NA
4,-,17607387,peak_220290,17607387,17607904,1236,3UTR,protein_coding,NA,NA,AT4G37460,NA,NA,NA
4,-,17611539,peak_220299,17611539,17612023,NA,intron,protein_coding,17611457,17611756,AT4G37460,17608378,17615946,17608623
4,-,17616348,peak_224517,17616348,17616401,697,3UTR,protein_coding,NA,NA,AT4G37470,NA,NA,NA
4,-,17621885,peak_220322,17621885,17622294,244,3UTR,protein_coding,NA,NA,AT4G37490,NA,NA,NA
4,-,17623649,peak_220325,17623649,17623772,NA,intron,protein_coding,17623625,17623721,AT4G37490,17621886,17624308,17622129
4,-,17635378,peak_224520,17635378,17635543,NA,intergenic,protein_coding,17639393,17629070,AT4G37540,17639393,17640925,17639649
4,-,17665470,peak_224526,17665470,17665734,NA,5UTR,protein_coding,17665300,17665734,AT4G37590,17662840,17666736,17663080
4,-,17665993,peak_224525,17665993,17666508,NA,intron,protein_coding,17665735,17665993,AT4G37590,17662840,17666736,17663080
4,-,17670257,peak_224533,17670257,17670309,349,3UTR,protein_coding,NA,NA,AT4G37610,NA,NA,NA
4,-,17670358,peak_224531,17670358,17671052,248,3UTR,protein_coding,NA,NA,AT4G37610,NA,NA,NA
4,-,17671148,peak_224532,17671148,17671454,NA,CDS,protein_coding,17671148,17671454,AT4G37610,17670481,17672353,17670606
4,-,17671549,peak_224529,17671549,17671679,NA,CDS,protein_coding,17671549,17671679,AT4G37610,17670481,17672353,17670606
4,-,17696026,peak_224539,17696026,17696609,446,3UTR,protein_coding,NA,NA,AT4G37670,NA,NA,NA
4,-,1770344,peak_207151,1770344,1771288,NA,intergenic,protein_coding,1771833,1757738,AT4G03820,1771833,1774482,1772163
4,-,17707912,peak_224541,17707912,17708778,NA,intergenic,protein_coding,17710182,17706829,AT4G37700,17710182,17711031,17710387
4,-,17710154,peak_220401,17710154,17710904,233,3UTR,protein_coding,NA,NA,AT4G37700,NA,NA,NA
4,-,17716866,peak_220404,17716866,17717421,NA,intergenic,protein_coding,17718953,17711031,AT4G37720,17718953,17719321,17718961
4,-,1771794,peak_207153,1771794,1772353,369,3UTR,protein_coding,NA,NA,AT4G03820,NA,NA,NA
4,-,17718101,peak_224543,17718101,17718612,860,3UTR,protein_coding,NA,NA,AT4G37720,NA,NA,NA
4,-,17718830,peak_224542,17718830,17719353,131,3UTR,protein_coding,NA,NA,AT4G37720,NA,NA,NA
4,-,17723643,peak_224545,17723643,17724462,NA,intergenic,protein_coding,17725337,17719321,AT4G37740,17725337,17727909,17725533
4,-,17725284,peak_224547,17725284,17725882,249,3UTR,protein_coding,NA,NA,AT4G37740,NA,NA,NA
4,-,17764989,peak_220433,17764989,17765128,NA,intergenic,lncRNA,17766828,17759746,AT4G09665,17766828,17767246,17766828
4,-,17768786,peak_224549,17768786,17769463,NA,intergenic,protein_coding,17775370,17767246,AT4G37800,17775370,17777445,17775703
4,-,17787332,peak_224552,17787332,17788131,340,3UTR,protein_coding,NA,NA,AT4G37830,NA,NA,NA
4,-,17790024,peak_220456,17790024,17790444,123,3UTR,protein_coding,NA,NA,AT4G37840,NA,NA,NA
4,-,17795990,peak_224555,17795990,17796902,372,3UTR,protein_coding,NA,NA,AT4G37850,NA,NA,NA
4,-,17805765,peak_220477,17805765,17806394,NA,intron,protein_coding,17805686,17806054,AT4G37870,17802690,17806705,17802974
4,-,17821489,peak_220490,17821489,17822187,248,3UTR,protein_coding,17821482,17821736,AT4G37900,17821482,17824565,17821737
4,-,17825086,peak_224564,17825086,17825644,282,3UTR,protein_coding,17824965,17825367,AT4G37910,17824777,17828192,17825368
4,-,17831720,peak_220506,17831720,17832046,171,3UTR,protein_coding,NA,NA,AT4G37930,NA,NA,NA
4,-,17837711,peak_224567,17837711,17837938,NA,intron,protein_coding,17836762,17838439,AT4G37940,17835217,17837584,17835695
4,-,17838148,peak_224566,17838148,17838992,NA,intron,protein_coding,17836762,17838439,AT4G37940,17835217,17837584,17835695
4,-,17850546,peak_220533,17850546,17850611,NA,intergenic,protein_coding,17858874,17838969,AT4G38005,17858874,17859104,17858874
4,-,17871573,peak_220555,17871573,17872479,NA,CDS,protein_coding,17871431,17871601,AT4G38050,17869279,17872614,17869529
4,-,17873029,peak_224570,17873029,17873803,680,3UTR,protein_coding,17873001,17873708,AT4G38060,17873001,17875201,17873709
4,-,17874019,peak_224571,17874019,17874192,NA,CDS,protein_coding,17874019,17874379,AT4G38060,17873001,17875201,17873709
4,-,17881553,peak_220557,17881553,17882094,NA,intergenic,protein_coding,17883679,17875268,AT4G38090,17883679,17884821,17883975
4,-,17883631,peak_224573,17883631,17884230,344,3UTR,protein_coding,NA,NA,AT4G38090,NA,NA,NA
4,-,17886816,peak_220562,17886816,17887328,217,3UTR,protein_coding,NA,NA,AT4G38100,NA,NA,NA
4,-,17901075,peak_224577,17901075,17901507,136,3UTR,protein_coding,17900572,17901210,AT4G38150,17900570,17902282,17901211
4,-,17906428,peak_220594,17906428,17906876,274,3UTR,protein_coding,NA,NA,AT4G38180,NA,NA,NA
4,-,17928600,peak_220632,17928600,17929108,394,3UTR,protein_coding,NA,NA,AT4G38230,NA,NA,NA
4,-,17931517,peak_220639,17931517,17932152,489,3UTR,protein_coding,NA,NA,AT4G38240,NA,NA,NA
4,-,17936849,peak_224585,17936849,17937510,NA,exon,lncRNA,17935407,17937048,AT4G09695,17935407,17937048,17935407
4,-,17958012,peak_220680,17958012,17958615,312,3UTR,protein_coding,NA,NA,AT4G38350,NA,NA,NA
4,-,17969865,peak_220722,17969865,17970297,247,3UTR,protein_coding,NA,NA,AT4G38370,NA,NA,NA
4,-,17971518,peak_220727,17971518,17971933,337,3UTR,protein_coding,17971497,17971854,AT4G38380,17971497,17975100,17971855
4,-,17978423,peak_224591,17978423,17979010,252,3UTR,protein_coding,17978422,17978674,AT4G38400,17978422,17979740,17978675
4,-,17980821,peak_220745,17980821,17981035,NA,intergenic,lncRNA,17998375,17980557,AT4G09705,17998375,17998688,17998375
4,-,17985619,peak_220759,17985619,17986244,NA,intergenic,lncRNA,17998375,17980557,AT4G09705,17998375,17998688,17998375
4,-,18010780,peak_220809,18010780,18011571,375,3UTR,protein_coding,NA,NA,AT4G38510,NA,NA,NA
4,-,18012738,peak_220813,18012738,18012892,NA,intron,protein_coding,18012343,18012740,AT4G38510,18010812,18015001,18011155
4,-,18015496,peak_220823,18015496,18016290,503,3UTR,protein_coding,NA,NA,AT4G38520,NA,NA,NA
4,-,18022900,peak_220829,18022900,18023679,32,3UTR,lncRNA,NA,NA,AT4G38545,NA,NA,NA
4,-,18025498,peak_220833,18025498,18026299,89,3UTR,lncRNA,NA,NA,AT4G38552,NA,NA,NA
4,-,18031204,peak_220840,18031204,18031674,216,3UTR,protein_coding,NA,NA,AT4G38570,NA,NA,NA
4,-,18032130,peak_220843,18032130,18032365,NA,CDS,protein_coding,18032130,18032195,AT4G38570,18031279,18033584,18031420
4,-,18040930,peak_220854,18040930,18041570,573,3UTR,protein_coding,18040623,18041298,AT4G38600,18040623,18049700,18041503
4,-,18048969,peak_224607,18048969,18049645,NA,CDS,protein_coding,18048393,18049292,AT4G38600,18040623,18049700,18041503
